code,name,country
9189020,India Mobile - BSNL,India
346426,Spain Mobile - Telefonica,Spain
48918361,Poland OLO,Poland
9185868,India Mobile - Other Carriers,India
917405,India Mobile - Other Carriers,India
1767420,Dominica Mobile - Digicel,Dominica
8180371,Japan Mobile - Other Carriers,Japan
50322178,El Salvador Salnet,El Salvador
97596,Bhutan Mobile,Bhutan
50323136,El Salvador Mobile - CTE Personal,El Salvador
5914646,Bolivia Equal Access,Bolivia
26095,Zambia Mobile - Other Carriers,Zambia
1849642,Dominican Republic Mobile - Orange,Dominican Republic
24104,Gabon Mobile - Airtel,Gabon
7920,Russia Mobile - Megafon,Russia
564592,Chile Rural,Chile
4478642,United Kingdom Mobile - O2,United Kingdom
919060,India Mobile - Other Carriers,India
78157,Russia Zone 3/Zone 3 Murmansk Region,Russia
4814678,Poland TPSA,Poland
51658,Peru Rural,Peru
4813469,Poland TPSA,Poland
48525211,Poland OLO,Poland
5939929,Ecuador Mobile - BellSouth,Ecuador
919671,India Mobile - Other Carriers,India
273931255,South Africa NGN,South Africa
9189032,India Mobile - BSNL,India
4814635,Poland OLO,Poland
819010,Japan Mobile - Other Carriers,Japan
973345,Bahrain Mobile - Viva,Bahrain
48768717,Poland TPSA,Poland
99875386,Uzbekistan Mobile,Uzbekistan
18093633,Dominican Republic Santo Domingo,Dominican Republic
1829399,Dominican Republic Mobile - Orange,Dominican Republic
99875244,Uzbekistan Mobile,Uzbekistan
502512,Guatemala Mobile - PCS,Guatemala
50323126,El Salvador Mobile - Telemovil,El Salvador
447745,United Kingdom Mobile - O2,United Kingdom
48897675,Poland TPSA,Poland
2439,Democratic Republic of Congo Mobile - Other Carriers,Democratic Republic of Congo
3069608,Greece Mobile - Other Carriers,Greece
48323294,Poland TPSA,Poland
4676695,Sweden Mobile - Tele2,Sweden
4823,Poland Region 4 (Warsaw),Poland
48483211,Poland TPSA,Poland
48542603,Poland TPSA,Poland
48862241,Poland OLO,Poland
917631,India Mobile - Other Carriers,India
34666,Spain Mobile - Vodafone,Spain
795269,Russia Mobile - Rostelecom,Russia
48833539,Poland TPSA,Poland
8190861,Japan Mobile - Softbank Mobile,Japan
456097,Denmark Mobile - Telenor,Denmark
27430500,South Africa Premium,South Africa
486278,Poland TPSA,Poland
48184750,Poland TPSA,Poland
4841250,Poland OLO,Poland
6345966,Philippines PLDT,Philippines
1284,British Virgin Islands Proper,British Virgin Islands
46719108,Sweden Mobile - Other Carriers,Sweden
26772,Botswana Mobile - Orange,Botswana
572748,Colombia LEX,Colombia
1829918,Dominican Republic Mobile - Orange,Dominican Republic
593723202,Ecuador ETAPA,Ecuador
45619,Denmark Mobile - Telenor,Denmark
27879804,South Africa Premium,South Africa
325080,Belgium OLO,Belgium
454269,Denmark Mobile - HI3G,Denmark
474774,Norway Mobile - Other Carriers,Norway
4841360,Poland TPSA,Poland
9162542,India BSNL Onnet,India
55273760,Brazil Vitoria On Net,Brazil
3716341,Latvia OLO,Latvia
50322373,El Salvador CTE On Net,El Salvador
1809406,Dominican Republic Mobile - Verizon,Dominican Republic
474050,Norway Mobile - Netcom,Norway
50322662,El Salvador Mobile - Telemovil,El Salvador
918011,India Mobile - Bharti,India
575681,Colombia Cartagena,Colombia
1829307,Dominican Republic Mobile - Centennial,Dominican Republic
2712668900,South Africa Premium,South Africa
73888,Russia Zone 3/Zone 3 Altay Republic,Russia
486661,Poland Mobile - Era,Poland
52677,Mexico NEA2,Mexico
4875672,Poland OLO,Poland
1876919,Jamaica Mobile - CWJ,Jamaica
4846804,Poland TPSA,Poland
918698,India Mobile - Other Carriers,India
5913844,Bolivia Equal Access,Bolivia
5937282,Ecuador ETAPA,Ecuador
99862221,Uzbekistan Mobile,Uzbekistan
502553,Guatemala Mobile - PCS,Guatemala
9186919,India Mobile - Other Carriers,India
3712289,Latvia Mobile - Other Carriers,Latvia
4856463,Poland TPSA,Poland
447720,United Kingdom Mobile - O2,United Kingdom
886990,Taiwan Mobile - Other Carriers,Taiwan
9184059,India Mobile - Other Carriers,India
2787940,South Africa Premium,South Africa
48614775,Poland TPSA,Poland
1829216,Dominican Republic Mobile - Verizon,Dominican Republic
4861671,Poland OLO,Poland
454284,Denmark Mobile - Telenor,Denmark
4877548,Poland OLO,Poland
4859834,Poland TPSA,Poland
509291,Haiti Mobile - Comcel,Haiti
1829618,Dominican Republic Mobile - Verizon,Dominican Republic
35935429,Bulgaria OLO,Bulgaria
521276,Mexico Not Equal Access II Mobile,Mexico
486907,Poland Mobile - Other Carriers,Poland
1829980,Dominican Republic Mobile - Verizon,Dominican Republic
57220090,Colombia LEX,Colombia
35123108,Portugal OLO,Portugal
521991,Mexico Not Equal Access II Mobile,Mexico
84124,Vietnam Mobile - Vinaphone,Vietnam
55273742,Brazil Vitoria On Net,Brazil
48947232,Poland OLO,Poland
9183598,India Mobile - Other Carriers,India
918293,India Mobile - Other Carriers,India
6383304,Philippines Bayantel,Philippines
48818573,Poland TPSA,Poland
593728890,Ecuador ETAPA,Ecuador
180974090,Dominican Republic Santo Domingo,Dominican Republic
4814667,Poland TPSA,Poland
2711210410,South Africa Premium,South Africa
48858313,Poland OLO,Poland
45318,Denmark Mobile - TDC Mobil,Denmark
35122,Portugal Porto,Portugal
9157342,India BSNL Onnet,India
4843842,Poland TPSA,Poland
35124501,Portugal OLO,Portugal
9187139,India Mobile - Other Carriers,India
1242452,Bahamas Mobile,Bahamas
4889751,Poland TPSA,Poland
21641,Tunisia Mobile - Tuntel,Tunisia
595973,Paraguay Mobile - Personal,Paraguay
491570,Germany Mobile - Vistream,Germany
27344300,South Africa Premium,South Africa
4855248,Poland TPSA,Poland
4856468,Poland TPSA,Poland
48768532,Poland OLO,Poland
2710091,South Africa NGN,South Africa
9188298,India Mobile - Other Carriers,India
39377,Italy Mobile - Vodafone,Italy
4676474,Sweden Mobile - Tele2,Sweden
48123624,Poland OLO,Poland
48825461,Poland OLO,Poland
50378028,El Salvador Mobile - CTE Personal,El Salvador
4858678,Poland TPSA,Poland
1849915,Dominican Republic Santo Domingo,Dominican Republic
48433072,Poland OLO,Poland
4832609,Poland TPSA,Poland
55273729,Brazil Vitoria On Net,Brazil
4868371,Poland TPSA,Poland
447774,United Kingdom Mobile - Vodafone,United Kingdom
792985,Russia Mobile - Megafon,Russia
919163,India Mobile - Bharti,India
59133828,Bolivia Santa Cruz,Bolivia
55188,Brazil Mobile - Other Carriers,Brazil
795127,Russia Mobile - Rostelecom,Russia
599522,Netherlands Antilles Mobile - Other Carriers,Netherlands
48158363,Poland TPSA,Poland
5768583,Colombia LEX,Colombia
74746,Russia Zone 2,Russia
74935,Russia Zone 2,Russia
48585000,Poland OLO,Poland
9182569,India Mobile - Other Carriers,India
5023220,Guatemala Mobile - Comcel,Guatemala
5196776,Peru Mobile - Claro,Peru
48818202,Poland TPSA,Poland
73430,Russia Zone 3,Russia
915652,India BSNL Onnet,India
8190838,Japan Mobile - Other Carriers,Japan
63944,Philippines Mobile - Other Carriers,Philippines
3805637,Ukraine Dnepropetrovsk,Ukraine
48295911,Poland TPSA,Poland
48297538,Poland OLO,Poland
479103,Norway Mobile - Other Carriers,Norway
48228203,Poland TPSA,Poland
46702,Sweden Mobile - Telia,Sweden
919016,India Mobile - Other Carriers,India
35123411,Portugal OLO,Portugal
50322652,El Salvador Mobile - Digicel,El Salvador
48957310,Poland TPSA,Poland
35991329,Bulgaria OLO,Bulgaria
447505,United Kingdom Mobile - Tmobile,United Kingdom
78315,Russia Zone 2,Russia
482278,Poland TPSA,Poland
4918,Germany Shared Cost,Germany
4895758,Poland TPSA,Poland
9187468,India Mobile - Other Carriers,India
38597,Croatia Mobile - Tmobile,Croatia
8190295,Japan Mobile - Softbank Mobile,Japan
55333582,Brazil Governador Validates On Net,Brazil
5198000,Peru Mobile - Other Carriers,Peru
4474089,United Kingdom Mobile - Other Carriers,United Kingdom
326570,Belgium OLO,Belgium
94765,Sri Lanka Mobile - MTN,Sri Lanka
4823681,Poland OLO,Poland
61406,Australia Mobile - Vodafone,Australia
48756144,Poland OLO,Poland
3725322,Estonia Mobile - Other Carriers,Estonia
5037682,El Salvador Mobile - Telemovil,El Salvador
48134224,Poland TPSA,Poland
48814518,Poland OLO,Poland
52599,Mexico NEA2,Mexico
7902827,Russia Mobile - Rostelecom,Russia
3256980,Belgium OLO,Belgium
4858804,Poland TPSA,Poland
5749224,Colombia Medellin,Colombia
50323210,El Salvador Salnet,El Salvador
48221168,Poland OLO,Poland
918103,India Mobile - Other Carriers,India
48134201,Poland TPSA,Poland
22567,Cote D'Ivoire Mobile - Comium,Cote D'Ivoire
5722220,Colombia LEX,Colombia
386590,Slovenia Special,Slovenia
48585852,Poland OLO,Poland
578228,Colombia LEX,Colombia
1829862,Dominican Republic Mobile - Verizon,Dominican Republic
48586275,Poland TPSA,Poland
542293,Argentina Other Cities,Argentina
50323335,El Salvador CTE On Net,El Salvador
919624,India Mobile - Other Carriers,India
18095397,Dominican Republic Santo Domingo,Dominican Republic
593695,Ecuador Mobile - Porta,Ecuador
57188777,Colombia LEX,Colombia
50323080,El Salvador CTE On Net,El Salvador
48746311,Poland OLO,Poland
39392,Italy Mobile - H3G,Italy
4855271,Poland TPSA,Poland
1809760,Dominican Republic Mobile - Verizon,Dominican Republic
4841391,Poland TPSA,Poland
632715,Philippines PLDT,Philippines
575430,Colombia Santa Marta,Colombia
1849803,Dominican Republic Mobile - Orange,Dominican Republic
27871152,South Africa Premium,South Africa
5527324,Brazil Vitoria On Net,Brazil
47810,Norway Special Services,Norway
50323428,El Salvador Mobile - Digicel,El Salvador
77272505,Kazakhstan Almaty,Kazakhstan
821051,South Korea Mobile - KTF,South Korea
96474,Iraq Mobile - Other Carriers,Iraq
48525188,Poland OLO,Poland
85517,Cambodia Mobile - Mobitel,Cambodia
5628906,Chile Rural,Chile
18095987,Dominican Republic Santo Domingo,Dominican Republic
919733,India Mobile - Other Carriers,India
521228,Mexico Mobile - Equal Access 1,Mexico
63904,Philippines Mobile - Other Carriers,Philippines
48166515,Poland TPSA,Poland
387566,Bosnia and Herzegovina Srpska,Bosnia and Herzegovina
3873591,Bosnia and Herzegovina OLO,Bosnia and Herzegovina
507529,Panama OLO,Panama
680620,Palau Mobile,Palau
1829779,Dominican Republic Mobile - Orange,Dominican Republic
31618,Netherlands Mobile - Orange,Netherlands
37178504,Latvia NGN,Latvia
4832618,Poland TPSA,Poland
48655422,Poland OLO,Poland
44238010,United Kingdom Verizon On Net,United Kingdom
48833567,Poland TPSA,Poland
467190005,Sweden Mobile - Telenor,Sweden
4478733,United Kingdom Mobile - O2,United Kingdom
48322212,Poland TPSA,Poland
25219,Somalia Nationlink,Somalia
48846491,Poland TPSA,Poland
5718377,Colombia LEX,Colombia
61404,Australia Mobile - Vodafone,Australia
48757622,Poland TPSA,Poland
48525590,Poland OLO,Poland
578835,Colombia LEX,Colombia
7341,Russia Zone 2,Russia
48846774,Poland TPSA,Poland
4816671,Poland TPSA,Poland
467675,Sweden Mobile - Other Carriers,Sweden
50322197,El Salvador Mobile - Telefonica,El Salvador
48422894,Poland OLO,Poland
5718980,Colombia LEX,Colombia
187634,Jamaica Mobile - CWJ,Jamaica
467688,Sweden Mobile - Telenor,Sweden
1242357,Bahamas Mobile,Bahamas
1784527,Saint Vincent and the Grenadines Mobile - Digicel,Saint Vincent and the Grenadines 
48413711,Poland TPSA,Poland
29898,Faroe Islands Mobile,Faroe Islands
48655262,Poland TPSA,Poland
35936349,Bulgaria OLO,Bulgaria
35123914,Portugal OLO,Portugal
325162,Belgium Telenet,Belgium
5914612,Bolivia Equal Access,Bolivia
22673,Burkina Faso Mobile - Telmob,Burkina Faso
61466,Australia Mobile - Optus,Australia
99866241,Uzbekistan Mobile,Uzbekistan
5032459,El Salvador Salnet,El Salvador
48243773,Poland OLO,Poland
918526,India Mobile - Aircel,India
48324540,Poland TPSA,Poland
55929,Brazil Mobile - Other Carriers,Brazil
4885684,Poland TPSA,Poland
22018,Gambia Mobile - Africell,Gambia
94633,Sri Lanka SLT,Sri Lanka
632392,Philippines Bayantel,Philippines
918279,India Mobile - BSNL,India
7902824,Russia Mobile - Rostelecom,Russia
9181809,India Mobile - Other Carriers,India
35123931,Portugal OLO,Portugal
4833803,Poland TPSA,Poland
52228,Mexico Equal Access,Mexico
918264,India Mobile - Other Carriers,India
5025537,Guatemala Mobile - PCS,Guatemala
459212,Denmark Mobile - TDC Mobil,Denmark
551392,Brazil Mobile - Claro,Brazil
578801,Colombia LEX,Colombia
447823,United Kingdom Mobile - Vodafone,United Kingdom
48542723,Poland TPSA,Poland
48413073,Poland TPSA,Poland
4815822,Poland TPSA,Poland
9180052,India Mobile - BSNL,India
9132432,India BSNL Onnet,India
79,Russia Mobile II,Russia
2751450,South Africa NGN,South Africa
96466,Iraq Erbil,Iraq
6364431,Philippines PLDT,Philippines
454290,Denmark Mobile - Other Carriers,Denmark
502304,Guatemala Mobile - Comcel,Guatemala
48656145,Poland OLO,Poland
1767276,Dominica Mobile - Other Carriers,Dominica
48243830,Poland OLO,Poland
48566375,Poland TPSA,Poland
48296910,Poland OLO,Poland
325928,Belgium OLO,Belgium
46731213,Sweden Mobile - Other Carriers,Sweden
507247,Panama OLO,Panama
918893,India Mobile - Other Carriers,India
327816,Belgium OLO,Belgium
918239,India Mobile - Other Carriers,India
5025815,Guatemala Mobile - PCS,Guatemala
5583,Brazil Telemar,Brazil
467681,Sweden Mobile - Telia,Sweden
3531,Ireland Dublin,Ireland
35125810,Portugal OLO,Portugal
5912286,Bolivia La Paz,Bolivia
5994161,Netherlands Antilles Mobile - Other Carriers,Netherlands
50322854,El Salvador Mobile - Digicel,El Salvador
918670,India Mobile - Bharti,India
337706,France Mobile - Orange,France
458138,Denmark Mobile - Other Carriers,Denmark
519700,Peru Mobile - Movistar,Peru
4883371,Poland TPSA,Poland
3716772,Latvia OLO,Latvia
1809450,Dominican Republic Santo Domingo,Dominican Republic
447959,United Kingdom Mobile - Tmobile,United Kingdom
3716401,Latvia OLO,Latvia
35128406,Portugal OLO,Portugal
4812359,Poland OLO,Poland
59374098,Ecuador ETAPA,Ecuador
48297697,Poland OLO,Poland
9134652,India BSNL Onnet,India
48243000,Poland OLO,Poland
372573,Estonia Mobile - Other Carriers,Estonia
48446103,Poland TPSA,Poland
52592,Mexico NEA2,Mexico
48616347,Poland OLO,Poland
9167642,India BSNL Onnet,India
482286,Poland TPSA,Poland
33464,France CLEC,France
5719289,Colombia LEX,Colombia
4848384,Poland OLO,Poland
9182548,India Mobile - Other Carriers,India
593724811,Ecuador ETAPA,Ecuador
387307,Bosnia and Herzegovina Mostar,Bosnia and Herzegovina
73849,Russia Zone 3/Zone 3 Kemerovo Region,Russia
3364163,France Mobile - SFR,France
9183989,India Mobile - Other Carriers,India
9181549,India Mobile - Other Carriers,India
73885,Russia Zone 3/Zone 3 Altay Republic,Russia
48914269,Poland TPSA,Poland
48413790,Poland TPSA,Poland
4885667,Poland OLO,Poland
50326222,El Salvador CTE On Net,El Salvador
4477449,United Kingdom Mobile - Other Carriers,United Kingdom
5022474,Guatemala TelGua,Guatemala
78115,Russia Zone 1,Russia
482423,Poland OLO,Poland
48914555,Poland OLO,Poland
59144880,Bolivia Cochabamba,Bolivia
4833477,Poland OLO,Poland
8180368,Japan Mobile - Other Carriers,Japan
9184670,India Mobile - Other Carriers,India
632445,Philippines Bayantel,Philippines
4822648,Poland TPSA,Poland
4842236,Poland OLO,Poland
521742,Mexico Mobile - NEA1,Mexico
1876318,Jamaica Mobile - CWJ,Jamaica
57824928,Colombia LEX,Colombia
297600,Aruba Mobile - MIO,Aruba
917200,India Mobile - Other Carriers,India
9182888,India Mobile - Other Carriers,India
790222,Russia Mobile - Other Carriers,Russia
4891402,Poland TPSA,Poland
35936318,Bulgaria OLO,Bulgaria
3873292,Bosnia and Herzegovina OLO,Bosnia and Herzegovina
572267,Colombia LEX,Colombia
638350,Philippines PLDT,Philippines
94637,Sri Lanka WLL,Sri Lanka
358,Finland Proper,Finland
5722032,Colombia LEX,Colombia
57755656,Colombia LEX,Colombia
48598889,Poland OLO,Poland
447859,United Kingdom Mobile - Hutchison 3G,United Kingdom
5718383,Colombia LEX,Colombia
4525983,Denmark Mobile - Telenor,Denmark
474578,Norway Mobile - Netcom,Norway
9187399,India Mobile - Other Carriers,India
325426,Belgium Telenet,Belgium
35123308,Portugal OLO,Portugal
35930729,Bulgaria OLO,Bulgaria
48468547,Poland TPSA,Poland
4841335,Poland TPSA,Poland
507652,Panama Mobile - CWP,Panama
507682,Panama Mobile - Telefonica,Panama
5024,Guatemala Mobile - Other Carriers,Guatemala
48486774,Poland TPSA,Poland
180947632,Dominican Republic Santo Domingo,Dominican Republic
48468814,Poland OLO,Poland
852300478,Hong Kong Conferencing,Hong Kong
632232,Philippines PLDT,Philippines
918521,India Mobile - Bharti,India
467284,Sweden Mobile - Tele2,Sweden
35127306,Portugal OLO,Portugal
5749091,Colombia Medellin,Colombia
1649341,Turks and Caicos Islands Mobile - Digicel,Turks and Caicos Islands
35126106,Portugal OLO,Portugal
918999,India Mobile - Other Carriers,India
336496,France Mobile - Network Others,France
486905,Poland Mobile - Orange,Poland
37451,Armenia Mobile - Other Carriers,Armenia
48338682,Poland OLO,Poland
514263,Peru High,Peru
84206,Vietnam Mobile - Viettel,Vietnam
48413898,Poland TPSA,Poland
59469443,French Guiana Mobile - Orange,French Guiana
578753,Colombia LEX,Colombia
48413361,Poland OLO,Poland
94552,Sri Lanka SLT,Sri Lanka
74719,Russia Zone 2,Russia
60111051,Malaysia Mobile - Celcom,Malaysia
45205,Denmark Mobile - TDC Mobil,Denmark
48183082,Poland TPSA,Poland
1876302,Jamaica Mobile - Digicel,Jamaica
593723657,Ecuador ETAPA,Ecuador
370694,Lithuania Mobile - Omnitel,Lithuania
4832334,Poland TPSA,Poland
7952665,Russia Mobile - Other Carriers,Russia
25253,Somalia Nationlink,Somalia
5027741,Guatemala Mobile - Telefonica,Guatemala
48897660,Poland TPSA,Poland
4884657,Poland TPSA,Poland
4854802,Poland TPSA,Poland
47402,Norway Mobile - Netcom,Norway
323555,Belgium OLO,Belgium
1849865,Dominican Republic Mobile - Orange,Dominican Republic
9188140,India Mobile - Other Carriers,India
99866217,Uzbekistan Mobile,Uzbekistan
48483070,Poland OLO,Poland
919720,India Mobile - Other Carriers,India
919576,India Mobile - Other Carriers,India
9185240,India Mobile - Other Carriers,India
47450,Norway Mobile - Netcom,Norway
467256,Sweden Mobile - Other Carriers,Sweden
1829883,Dominican Republic Mobile - Orange,Dominican Republic
48757432,Poland TPSA,Poland
1809334,Dominican Republic Santo Domingo,Dominican Republic
99865292,Uzbekistan Mobile,Uzbekistan
9184948,India Mobile - Other Carriers,India
48177891,Poland OLO,Poland
4852364,Poland TPSA,Poland
59122,Bolivia La Paz,Bolivia
48815018,Poland TPSA,Poland
3712206,Latvia Mobile - Bite,Latvia
50134,Belize BTL,Belize
48897226,Poland TPSA,Poland
46767260,Sweden Mobile - Other Carriers,Sweden
4844647,Poland TPSA,Poland
2721912236,South Africa Premium,South Africa
1829927,Dominican Republic Mobile - Orange,Dominican Republic
52236,Mexico NEA2,Mexico
50422129,Honduras Hondutel On Net,Honduras
556293,Brazil Mobile - Claro,Brazil
447740,United Kingdom Mobile - O2,United Kingdom
46701992,Sweden Mobile - Telenor,Sweden
50325572,El Salvador Mobile - Telemovil,El Salvador
507192,Panama OLO,Panama
474664,Norway Mobile - Network Norway,Norway
9189025,India Mobile - BSNL,India
321659,Belgium OLO,Belgium
180987281,Dominican Republic Santo Domingo,Dominican Republic
2319373,Liberia Premium Services,Liberia
485366,Poland Mobile - Plus,Poland
7902185,Russia Mobile - Other Carriers,Russia
479686,Norway Mobile - Network Norway,Norway
7902585,Russia Mobile - Rostelecom,Russia
521435,Mexico Mobile - Equal Access 2,Mexico
5718961,Colombia LEX,Colombia
48486283,Poland TPSA,Poland
48483343,Poland TPSA,Poland
455231,Denmark Mobile - Telia,Denmark
576734,Colombia Pereira,Colombia
180972670,Dominican Republic Santo Domingo,Dominican Republic
48683860,Poland OLO,Poland
1809631,Dominican Republic Mobile - Other Carriers,Dominican Republic
34652,Spain Mobile - Orange,Spain
9182278,India Mobile - Other Carriers,India
59768,Suriname Mobile - Other Carriers,Suriname
48158392,Poland TPSA,Poland
1721526,Saint Maarten Mobile,Saint Maarten
48223083,Poland TPSA,Poland
637261,Philippines PLDT,Philippines
74846,Russia Zone 2,Russia
62811,Indonesia Mobile - Telkomsel,Indonesia
61884,Australia Adelaide,Australia
33373,France CLEC,France
479411,Norway Mobile - Netcom,Norway
521457,Mexico Not Equal Access II Mobile,Mexico
27432850,South Africa Premium,South Africa
7902406,Russia Mobile - Other Carriers,Russia
55333263,Brazil Governador Validates On Net,Brazil
48486221,Poland TPSA,Poland
4832804,Poland TPSA,Poland
1849654,Dominican Republic Mobile - Verizon,Dominican Republic
593729014,Ecuador ETAPA,Ecuador
454287,Denmark Mobile - Telenor,Denmark
52751,Mexico NEA2,Mexico
99879323,Uzbekistan Mobile,Uzbekistan
6010906,Malaysia Mobile - Digi,Malaysia
4865615,Poland OLO,Poland
474651,Norway Mobile - Other Carriers,Norway
5032684,El Salvador CTE On Net,El Salvador
54264,Argentina San Juan,Argentina
3512109,Portugal OLO,Portugal
27210131,South Africa Premium,South Africa
25382,Djibouti Mobile,Djibouti
3873259,Bosnia and Herzegovina - BIH,Bosnia and Herzegovina
919158,India Mobile - Vodafone,India
467233,Sweden Mobile - Hi3G,Sweden
346016,Spain Mobile - Orange,Spain
48768371,Poland TPSA,Poland
2357,Chad Mobile - Other Carriers,Chad
94264,Sri Lanka Suntel,Sri Lanka
50370708,El Salvador Mobile - Telefonica,El Salvador
267745,Botswana Mobile - Mascom,Botswana
474590,Norway Mobile - Network Norway,Norway
9185669,India Mobile - Aircel,India
96590,Kuwait Mobile - Zain,Kuwait
3593739,Bulgaria OLO,Bulgaria
50323129,El Salvador Mobile - Telemovil,El Salvador
636888,Philippines PLDT,Philippines
4868411,Poland OLO,Poland
59372322,Ecuador Cuenca (Pacifictel),Ecuador
4856675,Poland TPSA,Poland
5196537,Peru Mobile - Claro,Peru
4812350,Poland OLO,Poland
48343738,Poland OLO,Poland
474790,Norway Mobile - Telenor,Norway
507200,Panama OLO,Panama
4478297,United Kingdom Mobile - Other Carriers,United Kingdom
48897642,Poland TPSA,Poland
48833785,Poland OLO,Poland
37181818,Latvia NGN,Latvia
4852805,Poland TPSA,Poland
336386,France Mobile - Orange,France
96321,Syria Aleppo,Syria
44117315,United Kingdom Verizon On Net,United Kingdom
39336,Italy Mobile - TIM,Italy
48683323,Poland OLO,Poland
1242457,Bahamas Mobile,Bahamas
3584325,Finland Mobile - Other Carriers,Finland
507853,Panama OLO,Panama
326170,Belgium OLO,Belgium
37069749,Lithuania Mobile - Omnitel,Lithuania
4858564,Poland TPSA,Poland
48773071,Poland OLO,Poland
487891,Poland Mobile - Orange,Poland
1758284,Saint Lucia Mobile - Other Carriers,Saint Lucia
87030,Inmarsat B Voice,Inmarsat
48726,Poland Mobile - Plus,Poland
48918231,Poland OLO,Poland
18095385,Dominican Republic Santo Domingo,Dominican Republic
328586,Belgium Telenet,Belgium
35810,Finland Personal,Finland
554588,Brazil Mobile - Claro,Brazil
911765,India Punjab,India
57774,Colombia LEX,Colombia
3861691,Slovenia Special,Slovenia
52717,Mexico NEA2,Mexico
74945,Russia Zone 2,Russia
91802,India BSNL Onnet,India
1264543,Anguilla Mobile - Other Carriers,Anguilla
479897,Norway Mobile - Other Carriers,Norway
337511,France Mobile - Network Others,France
4848615,Poland TPSA,Poland
593740683,Ecuador ETAPA,Ecuador
918890,India Mobile - Bharti,India
5032509,El Salvador Mobile - Telemovil,El Salvador
37744,Monaco KFOR Mobile,Monaco
73472,Russia Zone 4/Zone 4 Ufa,Russia
4833444,Poland OLO,Poland
60147,Malaysia Mobile - Maxis,Malaysia
9656,Kuwait Mobile - Other Carriers,Kuwait
48777777,Poland OLO,Poland
5195251,Peru Mobile - Movistar,Peru
48693,Poland Mobile - Plus,Poland
3712724,Latvia Mobile - Other Carriers,Latvia
325187,Belgium OLO,Belgium
50326045,El Salvador CTE On Net,El Salvador
337578,France Mobile - SFR,France
5722563,Colombia Cali,Colombia
4871729,Poland OLO,Poland
48757411,Poland TPSA,Poland
35127903,Portugal OLO,Portugal
48818666,Poland TPSA,Poland
48597257,Poland OLO,Poland
632951,Philippines PLDT,Philippines
4832217,Poland TPSA,Poland
48399,Poland OLO,Poland
7908857,Russia Mobile - Rostelecom,Russia
4887805,Poland TPSA,Poland
447735,United Kingdom Mobile - Hutchison 3G,United Kingdom
48158740,Poland TPSA,Poland
4829801,Poland TPSA,Poland
48413764,Poland TPSA,Poland
48525162,Poland OLO,Poland
9186418,India Mobile - Other Carriers,India
48296465,Poland OLO,Poland
9054283,Turkey Mobile - Vodafone,Turkey
9195307,India Mobile - BSNL,India
1829719,Dominican Republic Mobile - Orange,Dominican Republic
52687,Mexico Equal Access,Mexico
41860762,Switzerland Mobile - Sunrise,Switzerland
50122,Belize BTL,Belize
48412642,Poland TPSA,Poland
795059,Russia Mobile - Other Carriers,Russia
1809252,Dominican Republic Mobile - Verizon,Dominican Republic
3875,Bosnia and Herzegovina Srpska,Bosnia and Herzegovina
4885676,Poland TPSA,Poland
48564729,Poland TPSA,Poland
1809547,Dominican Republic Santo Domingo,Dominican Republic
55578,Brazil Mobile - Other Carriers,Brazil
5037795,El Salvador Mobile - Telemovil,El Salvador
336066,France Mobile - SFR,France
543464,Argentina Other Cities,Argentina
9187439,India Mobile - Other Carriers,India
52994,Mexico NEA2,Mexico
576756,Colombia LEX,Colombia
5037847,El Salvador Mobile - Telefonica,El Salvador
9053386,Turkey North Cyprus Mobile,Turkey
919954,India Mobile - Bharti,India
3360042,France Mobile - Bouygues Telecom,France
5032639,El Salvador CTE On Net,El Salvador
48913835,Poland OLO,Poland
482273,Poland TPSA,Poland
4478723,United Kingdom Mobile - O2,United Kingdom
48818233,Poland TPSA,Poland
5194904,Peru Mobile - Movistar,Peru
919996,India Mobile - Bharti,India
2733004,South Africa Premium,South Africa
488846,Poland Mobile - P4,Poland
35127807,Portugal OLO,Portugal
48598130,Poland TPSA,Poland
48684129,Poland OLO,Poland
7902819,Russia Mobile - Rostelecom,Russia
5022331,Guatemala TelGua,Guatemala
48123437,Poland OLO,Poland
48585858,Poland OLO,Poland
447430,United Kingdom Mobile - O2,United Kingdom
48185432,Poland OLO,Poland
9159442,India BSNL Onnet,India
325558,Belgium OLO,Belgium
911894,India Punjab,India
57880226,Colombia LEX,Colombia
35122003,Portugal OLO,Portugal
50326412,El Salvador CTE On Net,El Salvador
48895553,Poland OLO,Poland
4832711,Poland OLO,Poland
558991,Brazil Mobile - Claro,Brazil
455247,Denmark Mobile - Telia,Denmark
4894805,Poland TPSA,Poland
4886804,Poland TPSA,Poland
9185420,India Mobile - Other Carriers,India
9186789,India Mobile - Other Carriers,India
9186239,India Mobile - Other Carriers,India
48393393,Poland OLO,Poland
48413532,Poland TPSA,Poland
59069027,Guadeloupe Mobile - Other Carriers,Guadeloupe
577602,Colombia LEX,Colombia
5025588,Guatemala Mobile - PCS,Guatemala
4876847,Poland OLO,Poland
48236862,Poland OLO,Poland
44130365,United Kingdom Verizon On Net,United Kingdom
4889622,Poland TPSA,Poland
48566566,Poland OLO,Poland
479359,Norway Mobile - Other Carriers,Norway
919534,India Mobile - Other Carriers,India
1809940,Dominican Republic Mobile - Other Carriers,Dominican Republic
9185050,India Mobile - Other Carriers,India
62837,Indonesia Mobile - Other Carriers,Indonesia
55888,Brazil Mobile - Other Carriers,Brazil
27122850,South Africa Premium,South Africa
